Time,Tr_K,Pression_ideal_bar
0.0,338.15,10.0
100.0,337.76542335595906,12.354512961106375
200.0,337.96264528162584,12.375970655369205
300.0,338.15830327926705,12.397344886605262
400.0,338.35396127690825,12.418719117841318
500.0,338.54961927454946,12.440093349077376
600.0,338.74527727219066,12.461467580313432
700.0,338.93873830778546,12.482754501804944
800.0,339.13022168600753,12.503962828966488
900.0,339.3205671282952,12.525125933273186
1000.0,339.50977463464847,12.546243814725031
1100.0,339.6978442050673,12.567316473322023
1200.0,339.8847538677037,12.588317834387556
1300.0,340.0705115501265,12.609257305814562
1400.0,340.2551252947716,12.630144431812269
1500.0,340.43859510163895,12.65097921238067
1600.0,340.6209209707286,12.671761647519771
1700.0,340.80210290204053,12.69249173722957
1800.0,340.98214089557473,12.713169481510066
1900.0,341.16103495133126,12.73379488036126
2000.0,341.33878506931,12.754367933783152
2100.0,341.51525041750335,12.77486520204866
2200.0,341.6895292147437,12.795136594956073
2300.0,341.8624458151356,12.815319315940414
2400.0,342.0340002186789,12.835413365001681
2500.0,342.2041924253737,12.855418742139875
2600.0,342.37302243522004,12.875335447354999
2700.0,342.54049024821785,12.89516348064705
2800.0,342.7065958643671,12.91490284201603
2900.0,342.8713392836679,12.934553531461935
3000.0,343.03472050612015,12.954115548984769
3100.0,343.1963792423658,12.9735217636335
3200.0,343.35622999014964,12.992756244191762
3300.0,343.51450114252816,13.011861546018892
3400.0,343.67117317189616,13.030834030631892
3500.0,343.8262265506486,13.049670059547758
3600.0,343.9796417511802,13.068365994283488
3700.0,344.131399245886,13.086918196356077
3800.0,344.28147950716067,13.105323027282532
3900.0,344.4298630073992,13.123576848579843
4000.0,344.5765302189963,13.141676021765015
4100.0,344.7233411123506,13.159807707404003
4200.0,344.8686173474349,13.177799871074093
4300.0,345.01229976610335,13.195644851159793
4400.0,345.1543741092281,13.213339544012644
4500.0,345.2948261176814,13.230880845984192
4600.0,345.4336415323353,13.248265653425989
4700.0,345.5708060940621,13.265490862689573
4800.0,345.70630554373395,13.282553370126493
4900.0,345.840125622223,13.299450072088293
5000.0,345.97225207040145,13.316177864926523
5100.0,346.1026706291415,13.332733644992723
5200.0,346.2313670393154,13.349114308638445
5300.0,346.35832704179523,13.36531675221523
5400.0,346.48353637745316,13.381337872074624
5500.0,346.60698078716143,13.397174564568175
5600.0,346.72864601179225,13.41282372604743
5700.0,346.84851779221776,13.428282252863927
5800.0,346.9665818693101,13.44354704136922
5900.0,347.0828239839416,13.458614987914853
6000.0,347.19722987698424,13.47348298885237
6100.0,347.3097852893104,13.488147940533317
6200.0,347.42047596179214,13.50260673930924
6300.0,347.52928763530167,13.516856281531684
6400.0,347.63620605071117,13.530893463552196
6500.0,347.7412169488928,13.544715181722323
6600.0,347.84430607071886,13.558318332393604
6700.0,347.9454591570614,13.571699811917595
6800.0,348.0446619487927,13.584856516645834
