Time,Tr_K,Pression_ideal_bar,dTdt,d2Tdt2,dPdt,d2Pdt2,kappa_TP,v_TP,RCI,anomaly_score,anomaly_flag
20800.0,414.9973277760708,97.25831245346258,-0.001545722437337531,6.167899180979956e-08,-0.001025557224050928,6.402815016102211e-08,0.005594272903947129,0.0018550001275179802,6.400661479181139e-13,0.5348045052708439,0
20900.0,414.8430639272961,97.1560768718083,-0.0015395657590539713,6.145457385997502e-08,-0.0010191758608331014,6.359911419480088e-08,0.005604632129244703,0.001846342915537719,6.359364057954176e-13,0.5348045052708439,0
21000.0,414.68941462426,97.05447728129596,-0.001533431522565536,6.123015591015263e-08,-0.0010128374012119679,6.317007822751494e-08,0.005614325385407632,0.0018377300769404279,6.317491519561638e-13,0.5346546522766547,0
21100.0,414.536377622783,96.9535093915659,-0.0015273197278719407,6.100573795748748e-08,-0.0010065418451875984,6.274104226022792e-08,0.005623333554810086,0.0018291615667459435,6.275041430907169e-13,0.5338828022420191,0
21200.0,414.3839506786856,96.85316891225844,-0.0015212303749740385,6.090840911099262e-08,-0.0010002891927599223,6.252317537693833e-08,0.005663796584490927,0.001820637339751097,6.280704327747568e-13,0.5338599819640057,0
21300.0,414.2321315477882,96.75345155301392,-0.0015151380460497422,6.084231983862734e-08,-0.0009940372101122107,6.235721562859536e-08,0.005712858688807444,0.0018121129307179225,6.298606917363179e-13,0.5338749642959519,0
21400.0,414.08092306947566,96.654361470236,-0.001509061911006313,6.054824089005714e-08,-0.0009878177496342032,6.18124321412946e-08,0.005703236250061947,0.001803621844440349,6.228283588416294e-13,0.5338749642959519,0
21500.0,413.9303191655869,96.55588800308708,-0.0015030283978717308,6.02193451740621e-08,-0.0009816747236839518,6.12097977064957e-08,0.0056828610322279295,0.0017952101904592746,6.143535462806896e-13,0.5341917076854298,0
21600.0,413.7803173899013,96.4580265254992,-0.0014970180419715006,5.999429769332231e-08,-0.0009755757900929041,6.077971572118225e-08,0.005688579226014853,0.0017868439048231324,6.098182253422571e-13,0.5341917076854298,0
21700.0,413.6309155571926,96.3607728450685,-0.0014910295383330663,5.977577507678615e-08,-0.0009695187805397154,6.036047534401228e-08,0.0056952569128843125,0.0017785206633606856,6.054767222947987e-13,0.5341917076854298,0
21800.0,413.4821114822347,96.26412276939126,-0.0014850628869561434,5.9557252464515233e-08,-0.0009635036950241016,5.994123496613215e-08,0.005701164424335983,0.0017702404211122319,6.010775034147405e-13,0.534676719652984,0
21900.0,413.3339029798014,96.16807210606368,-0.0014791180878401633,5.933872985082185e-08,-0.000957530533546489,5.9521994587186254e-08,0.005706280881343556,0.001762003132928476,5.966203567606433e-13,0.5346767196529839,0
22000.0,413.18628786466667,96.07261666268197,-0.001473195140985979,5.912020723428677e-08,-0.0009515992961066644,5.9102754209305584e-08,0.0057105850686301925,0.0017538087534778124,5.921050791676384e-13,0.5361057779906032,0
22100.0,413.0392639516042,95.97775224684234,-0.001467294046393306,5.8901684619173076e-08,-0.0009457099827046278,5.868351383178107e-08,0.00571405543151439,0.001745657237251468,5.875314763542342e-13,0.540385098167302,0
22200.0,412.892829055388,95.88347466614104,-0.0014614148040621444,5.86831620040583e-08,-0.0009398625933403082,5.826427345319025e-08,0.0057166700771929604,0.001737548538571618,5.828993633532287e-13,0.5446420127767683,0
22300.0,412.74698099079177,95.78977972817428,-0.0014555574139924943,5.8464639390364916e-08,-0.0009340571280139898,5.7845033073888735e-08,0.0057184067727959614,0.0017294826115987001,5.782085647908975e-13,0.5443571117723083,0
22400.0,412.6017175725895,95.69666324053824,-0.0014497218761840714,5.824611677525122e-08,-0.0009282935867255304,5.742579269600861e-08,0.00571924294572488,0.0017214594103383367,5.734589152310379e-13,0.5451907966841303,0
22500.0,412.45703661555496,95.60412101082918,-0.001443908190637444,5.8027594158716145e-08,-0.0009225719694747881,5.7006552318839174e-08,0.005719155680267164,0.001713478888650364,5.686502592714442e-13,0.5451170279489067,0
22600.0,412.312935934462,95.51214884664329,-0.0014381163573523282,5.780907154360245e-08,-0.0009168922762617626,5.6587311940959047e-08,0.005718121717507237,0.0017055410002555804,5.637824518932185e-13,0.5441971434587105,0
22700.0,412.1694133440845,95.42074255557682,-0.0014323463763287235,5.762341950941172e-08,-0.0009112545070865963,5.59837949051453e-08,0.0056560593240205835,0.001697645698745077,5.532991972893856e-13,0.5441971434587105,0
22800.0,412.0264666591963,95.32989794522597,-0.0014265916734504459,5.7697774241205005e-08,-0.0009056955172807335,5.392264677439584e-08,0.005111517275984306,0.0016898071407058734,4.983632783210442e-13,0.5427364224210539,0
22900.0,411.8840950093944,95.23960345212068,-0.0014208068214804825,5.7759434892545696e-08,-0.0009004699777317171,5.193266328582522e-08,0.004574108401383968,0.0016821231241385486,4.44413424527654e-13,0.5430690126006916,0
23000.0,411.7423052949002,95.14980394967962,-0.0014150397864719367,5.7357259318279805e-08,-0.0008953089846235685,5.2543004822424957e-08,0.004897220055397265,0.0016744897059242344,4.703492900241641e-13,0.5423971133839626,0
23100.0,411.6010870521,95.06054165519596,-0.0014093353696168266,5.69411677091129e-08,-0.0008899613767672321,5.323136138883915e-08,0.005256109687140521,0.0016668105579790476,4.98858103745264e-13,0.541295693655637,0
23200.0,411.4604382209768,94.97181167432618,-0.0014036515529301141,5.673516603224051e-08,-0.0008846627123458007,5.2741927038368736e-08,0.005218311611653925,0.001659176240385014,4.912186639195969e-13,0.5406825340323629,0
23300.0,411.320356741514,94.8836091127268,-0.0013979883364103785,5.652916435820981e-08,-0.0008794129913595583,5.22524926861224e-08,0.00517873783263842,0.0016515866910675394,4.835015448494347e-13,0.539805282300961,0
23400.0,411.18084055369474,94.79592907605426,-0.0013923457200584722,5.632316268133742e-08,-0.0008742122138085762,5.1763058335296904e-08,0.005137354167558941,0.0016440418482925661,4.757068536576731e-13,0.5378006054537319,0
23500.0,411.0418875975023,94.70876666996509,-0.001386723703874111,5.611716100304472e-08,-0.000869060379692499,5.127362398518211e-08,0.005094126121103861,0.0016365416506883054,4.67834717920437e-13,0.534558033070268,0
23600.0,410.9034958129199,94.62211700011576,-0.0013811222878578632,5.591115932475094e-08,-0.0008639574890115398,5.078418963329085e-08,0.005049018894147857,0.0016290860372726982,4.5988528623485e-13,0.5367845950236472,0
23700.0,410.7656631399307,94.53597517216278,-0.0013755414720091608,5.570515764929886e-08,-0.0008589035417658408,5.029475528210974e-08,0.005001997393065091,0.0016216749474771554,4.5185872884369523e-13,0.543869886747848,0
23800.0,410.6283875185181,94.4503362917626,-0.0013699812563280035,5.5499155971006164e-08,-0.0008538985379551178,4.980532093163933e-08,0.004953026237320021,0.0016143083211741004,4.4375523796710723e-13,0.5377243671757319,0
23900.0,410.4916668886651,94.36519546457176,-0.0013644416408149596,5.529315429413377e-08,-0.0008489424775795129,4.931588657974806e-08,0.004902069764232578,0.0016069860987042363,4.355750280750264e-13,0.5400398935984405,0
24000.0,410.3554991903551,94.2805477962467,-0.0013589226254691767,5.508715261726138e-08,-0.0008440353606391682,4.882645222821242e-08,0.004849092043006174,0.0015997082209019652,4.2731833667244875e-13,0.5389106208781826,0
24100.0,410.2198823635713,94.19638839244392,-0.0013534242102915073,5.488115093896869e-08,-0.0008391771871338704,4.833701787738693e-08,0.00479405688132343,0.0015924746291257218,4.189854245451545e-13,0.5389106208781826,0
24200.0,410.0848143482968,94.11271235881992,-0.001347946395281383,5.46751492635166e-08,-0.0008343679570636908,4.784758352620582e-08,0.004736927834080404,0.0015852852652840472,4.105765761543578e-13,0.5382680155364642,0
24300.0,409.950293084515,94.02951480103118,-0.001342489180438804,5.4518580006401126e-08,-0.0008296076704286293,4.859350867469914e-08,0.00508908594485849,0.0015781400718660142,4.378545514300788e-13,0.5378075726395681,0
24400.0,409.816316512209,93.9467908247342,-0.0013370426792801027,5.449150641680914e-08,-0.000824649255328751,5.2575643972829724e-08,0.006540068997928428,0.0015709008627315664,5.598348403234998e-13,0.5379531416341935,0
24500.0,409.682884548659,93.86458494996543,-0.0013315908791554421,5.438986782593325e-08,-0.0008190925416340633,5.4694334509974504e-08,0.007399521610888432,0.0015633447672252314,6.291821754112172e-13,0.5374452997542776,0
24600.0,409.54999833637794,93.78297231640738,-0.001326164705714916,5.4054627243260795e-08,-0.0008137103884267561,5.097510666232088e-08,0.006268349486072779,0.0015559040532492844,5.271920969109527e-13,0.5373617921984526,0
24700.0,409.417651607516,93.70184287228008,-0.00132077995370679,5.374669824931245e-08,-0.0008088975203015992,4.7938419425719825e-08,0.0053389051209604575,0.0015487978836710057,4.444252643983549e-13,0.5373617921984526,0
24800.0,409.2858423456366,93.62119281234706,-0.0013154153660650536,5.354505458967707e-08,-0.0008041227045416121,4.7557895775085775e-08,0.005320185203095829,0.0015417298431435306,4.391919747122047e-13,0.5372740046473886,0
24900.0,409.154568534303,93.54101833137176,-0.0013100709427888546,5.3343410930040616e-08,-0.000799385941146582,4.7177372125161875e-08,0.005300167101836943,0.0015346998918493756,4.339041530018164e-13,0.53508518577398,0
25000.0,409.0238281570788,93.46131562411774,-0.0013047466838790455,5.3141767271824455e-08,-0.0007946872301165797,4.6796848473462595e-08,0.0052788231092264154,0.0015277079900307283,4.285617950198997e-13,0.5382962169395089,0
25100.0,408.8936191975272,93.38208088534844,-0.0012994425893344897,5.294012361502969e-08,-0.0007900265714518895,4.6416324821763315e-08,0.005256125183518733,0.0015207540979975528,4.2316490901253186e-13,0.5413186985038791,0
25200.0,408.7639396392119,93.30331030982737,-0.0012941586591560395,5.2738479952552615e-08,-0.0007854039651522271,4.6035801170774186e-08,0.005232044950737213,0.0015138381761421525,4.177135159134839e-13,0.5417366260006832,0
25300.0,408.634787465696,93.225000092318,-0.0012888948933439792,5.253683629291616e-08,-0.0007808194112177346,4.5655277520140136e-08,0.005206553701920083,0.0015069601849493559,4.1220764940439585e-13,0.5331062751943556,0
25400.0,408.5061606605431,93.14714642758382,-0.0012836512918974563,5.233519263754278e-08,-0.000776272909648199,4.527475386915101e-08,0.005179622401179471,0.0015001200850077601,4.06647356461137e-13,0.5273578898288412,0
25500.0,408.3780572073165,93.06974551038836,-0.0012784278548164706,5.21335489821694e-08,-0.0007717644604439044,4.489423021709611e-08,0.005151221688567182,0.0014933178370242933,4.010326976503916e-13,0.5270725245603798,0
25600.0,408.2504750895798,92.99279353549504,-0.0012732245821010224,5.193190532111155e-08,-0.0007672940636047798,4.4513706567528376e-08,0.00512132188411854,0.0014865534018357561,3.9536374751661264e-13,0.5261063400237758,0
25700.0,408.1234122908963,92.9162866976674,-0.0012680414737522483,5.1730261660054786e-08,-0.0007628617191303988,4.4133182916184175e-08,0.0050898929838593555,0.0014798267404227974,3.8964059439169534e-13,0.5185066947581888,0
25800.0,407.9968667948294,92.84022119166896,-0.0012628785297690115,5.152861800468141e-08,-0.000758467427021543,4.375265926341858e-08,0.005056904671093482,0.001473137813921094,3.838633411841453e-13,0.5252902761462708,0
25900.0,407.8708365849425,92.7645932122631,-0.001257735750151312,5.132697434362356e-08,-0.0007541111872777151,4.33721356138503e-08,0.0050223263248116295,0.0014664865836365804,3.7803210586424516e-13,0.5210981625614378,0
26000.0,407.7453196447991,92.68939895421342,-0.0012526131349002868,5.11253306811454e-08,-0.0007497929998987729,4.299161196215102e-08,0.0049861270109817085,0.0014598730110601831,3.721470210023779e-13,0.5251304453803098,0
26100.0,407.6203139579624,92.61463461228334,-0.001247510684015083,5.0923687027193407e-08,-0.0007455128648852849,4.261108831045174e-08,0.00494827549672252,0.0014532970578795116,3.6620823470258185e-13,0.5245042717325341,0
26200.0,407.4958175079961,92.54029638123636,-0.001242428397494848,5.0722043370399725e-08,-0.0007412707822366826,4.2230564661593615e-08,0.004908740259701365,0.0014467586859941086,3.60215911009864e-13,0.5245252984599686,0
26300.0,407.37182827846345,92.466380455836,-0.001237366275341003,5.052039970792049e-08,-0.0007370667519529661,4.185004100918364e-08,0.0048674894826633555,0.0014402578575330746,3.541702296080686e-13,0.5248092846205729,0
26400.0,407.2483442529279,92.39288303084577,-0.001232324317553264,5.040196294743256e-08,-0.0007329007740348459,4.2220574406570634e-08,0.005117707833925629,0.0014337945348668316,3.6983657637660197e-13,0.5259252445410577,0
26500.0,407.1253634149528,92.31980030102903,-0.0012272858827515165,5.050298239837057e-08,-0.000728622637071652,4.457200285621341e-08,0.006156004345782984,0.0014272776833028733,4.43735749192284e-13,0.5256728501958797,0
26600.0,407.0028870763776,92.24715850343144,-0.0012222237210735899,5.0478697529854476e-08,-0.0007239863734636032,4.5792386949372945e-08,0.006772975275280468,0.0014205587257540436,4.856762011134336e-13,0.5256728501958797,0
