Time,Tr_C,Pression_ideal_bar
0.0,95.0,10.0
1.000020000400008,93.68005315517786,15.612870365900667
2.000040000800016,93.65753981159031,15.760999982272999
3.0000600012000236,93.66858661914239,15.768167504550913
4.000080001600032,93.68088473947034,15.770038970054246
5.00010000200004,93.69306221384824,15.772405492944685
6.000120002400047,93.70523968822619,15.77477213819402
7.000140002800055,93.71741716260408,15.777138905802243
8.000160003200063,93.72958798859304,15.779506399883248
9.000180003600072,93.74171212192272,15.781878259072057
10.00020000400008,93.7538362552524,15.78425024055577
11.000220004400088,93.76596038858202,15.78662234433438
12.000240004800094,93.7780845219117,15.78899457040789
13.000260005200102,93.79018427107229,15.791362429097807
14.00028000560011,93.80227622168479,15.79372897364477
15.000300006000119,93.81436817229729,15.796095639862754
16.000320006400127,93.8264601229098,15.79846242775176
17.000340006800133,93.83855207352224,15.800829337311786
18.000360007200143,93.85064402413474,15.803196368542837
19.00038000760015,93.86273597474724,15.805563521444906
20.00040000800016,93.87482792535974,15.807930796018
21.000420008400166,93.88691987597224,15.810298192262113
22.000440008800176,93.89901182658468,15.81266571017725
23.000460009200182,93.91110377719718,15.815033349763407
24.00048000960019,93.92319572780968,15.817401111020583
25.0005000100002,93.93528767842218,15.819768993948784
26.000520010400205,93.94737962903463,15.822136998548006
27.000540010800215,93.95947157964713,15.82450512481825
28.00056001120022,93.97156353025963,15.826873372759511
29.00058001160023,93.98365548087213,15.829241742371803
30.000600012000238,93.99574743148463,15.831610233655109
31.000620012400248,94.00783938209707,15.833978846609433
32.000640012800254,94.01993133270958,15.836347581234788
33.00066001320026,94.03202328332208,15.838716437531163
34.00068001360027,94.04411523393458,15.841085415498556
35.00070001400028,94.05620718454708,15.84345451513697
36.00072001440029,94.06829913515952,15.845823736446409
37.00074001480029,94.08039108577202,15.848193079426869
38.0007600152003,94.09248303638452,15.85056254407835
39.00078001560031,94.10457498699702,15.852932130400852
40.00080001600032,94.11666693760947,15.855301838394373
41.000820016400326,94.12875888822197,15.85767166805892
42.00084001680033,94.14085083883447,15.860041619394487
43.00086001720034,94.15294278944697,15.862411692401073
44.00088001760035,94.16503474005947,15.864781887078685
45.00090001800036,94.17712669067191,15.867152203427315
46.000920018400365,94.18921864128441,15.869522641446968
47.00094001880037,94.20129994879824,15.87189586453208
48.00096001920038,94.21337267729615,15.874271356291668
49.00098001960039,94.22544434778877,15.876647234671076
50.0010000200004,94.23751496027614,15.879023499684893
51.001020020400404,94.24958451475828,15.881400151347702
52.00104002080041,94.26165301123518,15.883777189674085
53.00106002120042,94.27372044970684,15.886154614678603
54.00108002160043,94.28578683017321,15.88853242637583
55.001100022000436,94.29785215263433,15.890910624780325
56.00112002240044,94.30991641709022,15.893289209906643
57.00114002280045,94.32197962354087,15.895668181769333
58.00116002320046,94.33404177198628,15.89804754038294
59.00118002360047,94.34610286242639,15.900427285762008
60.001200024000475,94.35816289486132,15.90280741792107
61.00122002440048,94.37022186929096,15.905187936874647
62.001240024800495,94.38227978571535,15.907568842637271
63.0012600252005,94.39433664413446,15.90995013522345
64.00128002560051,94.40639244454837,15.912331814647713
65.00130002600052,94.418447186957,15.914713880924548
66.00132002640052,94.43050087136044,15.917096334068477
67.00134002680053,94.44255349775858,15.919479174093977
68.00136002720053,94.45460506615143,15.921862401015547
69.00138002760055,94.4666555765391,15.924246014847679
70.00140002800056,94.47870502892152,15.926630015604845
71.00142002840056,94.49075342329866,15.929014403301526
72.00144002880057,94.50280075967055,15.931399177952185
73.00146002920057,94.5148470380372,15.933784339571293
74.00148002960059,94.52689225839862,15.936169888173305
75.0015000300006,94.53893642075474,15.938555823772672
76.0015200304006,94.55097952510562,15.94094214638385
77.00154003080061,94.56302157145132,15.943328856021282
78.00156003120063,94.57506255979172,15.945715952699395
79.00158003160062,94.58710249012682,15.948103436432627
80.00160003200064,94.59914136245675,15.950491307235406
81.00162003240064,94.61117840403193,15.95287945179113
82.00164003280065,94.62321319783302,15.955267808931245
83.00166003320066,94.63524688982648,15.95765654672619
84.00168003360066,94.64727948001229,15.960045665189256
85.00170003400068,94.65931096839046,15.962435164333725
86.00172003440068,94.67134135496093,15.964825044172878
87.00174003480069,94.68337063972382,15.96721530471999
